file_key	input_eqtl_file	input_af_file	output_file	top50_file	mr_candidate_file	n_rows	n_unique_snp	n_with_af	n_with_beta_se	n_p_lt_5e_8	n_p_lt_1e_6	n_p_lt_1e_5	min_pval	top_snp	top_beta	top_se	top_z	top_pval	median_f_stat_p5e_8	min_f_stat_p5e_8	max_f_stat_p5e_8
eqtlgen_AHR_FDR0.05_cis_eqtl	/home/data1/wenhuai/AHR_myocarditis_gwas/data/formatted/exposure/eqtlgen_AHR_FDR0.05_cis_eqtl.extracted.tsv.gz	/home/data1/wenhuai/AHR_myocarditis_gwas/data/raw/exposure/eqtlgen/2018-07-18_SNP_AF_for_AlleleB_combined_allele_counts_and_MAF_pos_added.txt.gz	/home/data1/wenhuai/AHR_myocarditis_gwas/data/formatted/exposure/eqtlgen_AHR_FDR0.05_cis_eqtl.standardized.tsv.gz	/home/data1/wenhuai/AHR_myocarditis_gwas/results/exposure/eqtlgen_AHR_FDR0.05_cis_eqtl.standardized.top50.tsv	/home/data1/wenhuai/AHR_myocarditis_gwas/results/exposure/eqtlgen_AHR_FDR0.05_cis_eqtl.mr_candidates_p5e-8.tsv	907	907	907	907	666	773	858	3.7714e-184	rs17643734	0.47750368044453	0.0164997816324993	28.94	3.7714e-184	68.27221178	29.72103289	837.5236
eqtlgen_AHR_full_cis_eqtl	/home/data1/wenhuai/AHR_myocarditis_gwas/data/formatted/exposure/eqtlgen_AHR_full_cis_eqtl.extracted.tsv.gz	/home/data1/wenhuai/AHR_myocarditis_gwas/data/raw/exposure/eqtlgen/2018-07-18_SNP_AF_for_AlleleB_combined_allele_counts_and_MAF_pos_added.txt.gz	/home/data1/wenhuai/AHR_myocarditis_gwas/data/formatted/exposure/eqtlgen_AHR_full_cis_eqtl.standardized.tsv.gz	/home/data1/wenhuai/AHR_myocarditis_gwas/results/exposure/eqtlgen_AHR_full_cis_eqtl.standardized.top50.tsv	/home/data1/wenhuai/AHR_myocarditis_gwas/results/exposure/eqtlgen_AHR_full_cis_eqtl.mr_candidates_p5e-8.tsv	7856	7856	7856	7856	666	773	858	3.7714e-184	rs17643734	0.47750368044453	0.0164997816324993	28.94	3.7714e-184	68.27221178	29.72103289	837.5236
