metric	stage_order	score	CVB3	IVIG	delta_CVB3_minus_IVIG
median	1	Kyn_AHR_axis_score_expr	-0.1466784767588614	-0.17629970632442424	0.029621229565562845
median	1	Kyn_AHR_myeloid_score_expr	-0.05942719078026612	-0.05907478577163144	-0.0003524050086346833
median	1	Kyn_AHR_myeloid_score_z	-0.055129699409008026	-0.053686348721385	-0.001443350687623024
median	1	myeloid_inflammation_score_expr	0.17407217621803284	0.0	0.17407217621803284
median	2	AHR_regulon_proxy_score_expr	0.0	0.10199836641550064	-0.10199836641550064
median	2	AHR_response_score_expr	0.0	0.0	0.0
median	2	KYN_metabolism_score_expr	0.0	0.0	0.0
median	2	Kyn_AHR_axis_score_expr	-0.3680531961417184	-0.17899946141660336	-0.18905373472511502
median	2	Kyn_AHR_myeloid_score_expr	-0.4360901200026036	-0.05556279928635638	-0.38052732071624723
median	2	Kyn_AHR_myeloid_score_z	-0.11512841284275055	-0.05435952916741371	-0.06076888367533684
median	2	myeloid_inflammation_score_expr	0.0	0.0	0.0
median	3	AHR_regulon_proxy_score_expr	0.11514943465590477	0.11050378531217575	0.004645649343729019
median	3	AHR_response_score_expr	0.0	0.0	0.0
median	3	KYN_metabolism_score_expr	0.0	0.0	0.0
median	3	Kyn_AHR_axis_score_expr	-0.23384293143661886	-0.15752963100982662	-0.07631330042679224
median	3	Kyn_AHR_myeloid_score_expr	-0.10661019126596838	-0.0429739848594826	-0.06363620640648578
median	3	Kyn_AHR_myeloid_score_z	-0.04750516638159752	-0.05220422521233559	0.004699058830738068
median	3	myeloid_inflammation_score_expr	0.16062456369400024	0.0	0.16062456369400024
median	4	AHR_regulon_proxy_score_expr	0.11091917008161545	0.0	0.11091917008161545
median	4	AHR_response_score_expr	0.0	0.0	0.0
median	4	KYN_metabolism_score_expr	0.0	0.0	0.0
median	4	Kyn_AHR_axis_score_expr	-0.2185083078652813	-0.4076162589198186	0.18910795105453732
median	4	Kyn_AHR_myeloid_score_expr	-0.10080528755546476	-0.2609225823254158	0.16011729476995107
