dataset	group	severity	stage	cell_type_v0	KYN_metabolism_score__mean	KYN_metabolism_score__median	KYN_metabolism_score__std	KYN_metabolism_score__count	AHR_response_score__mean	AHR_response_score__median	AHR_response_score__std	AHR_response_score__count	AHR_regulon_proxy_score__mean	AHR_regulon_proxy_score__median	AHR_regulon_proxy_score__std	AHR_regulon_proxy_score__count	myeloid_inflammation_score__mean	myeloid_inflammation_score__median	myeloid_inflammation_score__std	myeloid_inflammation_score__count	chemotaxis_score__mean	chemotaxis_score__median	chemotaxis_score__std	chemotaxis_score__count	antigen_presentation_score__mean	antigen_presentation_score__median	antigen_presentation_score__std	antigen_presentation_score__count	Kyn_AHR_myeloid_score__mean	Kyn_AHR_myeloid_score__median	Kyn_AHR_myeloid_score__std	Kyn_AHR_myeloid_score__count	Kyn_AHR_axis_score__mean	Kyn_AHR_axis_score__median	Kyn_AHR_axis_score__std	Kyn_AHR_axis_score__count	myeloid_effector_score__mean	myeloid_effector_score__median	myeloid_effector_score__std	myeloid_effector_score__count
GSE167029	KD	disease_control	acute	pDC	-0.0051527057868421	-0.00590321127969	0.0058533357853943705	3	-0.016077997328744167	-0.0182187418810697	0.005551895420841805	3	0.0493391900893864	0.0337942547093477	0.044001876195010274	3	0.07930507757772724	0.0898690500961748	0.04311481471195296	3	0.016158924037253566	0.0154727805594413	0.011720254502232292	3	0.3944797741013863	0.3960548989203421	0.35856242489529533	3	-0.1396283977772653	-0.1267452126571255	0.08782066709313281	3	-0.08838915929316928	-0.0798875828255972	0.08187403780176065	3	-0.1756886463264745	-0.2149817067616778	0.1352528399742308	3
GSE167029	MIS-C	mis_c	acute	CD16_Monocyte	0.028694276887294652	0.028694276887294652	0.00093056591982485	2	0.0031601250145228497	0.0031601250145228497	0.04496360648631568	2	0.15318342869688314	0.15318342869688314	0.15226221021405154	2	0.38810361911274427	0.38810361911274427	0.26945493928371667	2	0.09837517150511335	0.09837517150511335	0.11872556135350579	2	1.4897699327104814	1.4897699327104814	0.6968612724869706	2	0.43532582136358566	0.43532582136358566	0.49593397273775697	2	0.4246056884686302	0.4246056884686302	0.43994672354113085	2	0.5721437530061069	0.5721437530061069	0.6234865210789431	2
GSE167029	MIS-C	mis_c	acute	DC	0.0038410975708757502	0.0038410975708757502	0.002030516531140241	2	-0.02558112334115915	-0.02558112334115915	0.021036961615289836	2	-0.00349413103208635	-0.00349413103208635	0.011442860263919056	2	0.0725617605336763	0.0725617605336763	0.002977664663067939	2	-0.0612823015121461	-0.0612823015121461	0.061933614568104436	2	0.690683329151095	0.690683329151095	0.2659435151183029	2	-0.19364948895042816	-0.19364948895042816	0.07144883504670767	2	-0.15487911389675776	-0.15487911389675776	0.09771061669155608	2	-0.1792595310686478	-0.1792595310686478	0.173005067165661	2
GSE167029	MIS-C	mis_c	acute	Monocyte	0.0186180839463752	0.0186180839463752	0.011877708059635258	2	0.07030108269543915	0.07030108269543915	0.06099667385494479	2	0.2049555545158658	0.2049555545158658	0.14465603612843403	2	0.8220553847014149	0.8220553847014149	0.36630224143085877	2	0.18991344391019793	0.18991344391019793	0.1512846015405711	2	1.2396744506540094	1.2396744506540094	0.4224707643497304	2	0.8676953959860098	0.8676953959860098	0.6389742934337833	2	0.6447015486299615	0.6447015486299615	0.5511281756622556	2	0.9614303410965147	0.9614303410965147	0.6494410340018979	2
GSE167029	MIS-C	mis_c	acute	pDC	0.0042798018265748	0.0042798018265748	0.007274637934170136	2	-0.02503559301794455	-0.02503559301794455	0.0018142050496469722	2	-0.0018399572049111	-0.0018399572049111	0.009281885873298092	2	0.049878608247702697	0.049878608247702697	0.04527895658155232	2	0.07442430068694755	0.07442430068694755	0.11139981424863765	2	0.46489539743946423	0.46489539743946423	0.5935522206911867	2	-0.20154002804596388	-0.20154002804596388	0.08603030637250042	2	-0.1467705611123744	-0.1467705611123744	0.07752026936530042	2	-0.09808813639806681	-0.09808813639806681	0.09897202468402169	2
GSE167029	MIS-C_MYO	severe_myo	acute	CD16_Monocyte	0.013119035587081282	0.01453260819665005	0.005043168060300218	6	-0.007404054350682816	0.00674505033047015	0.03218179279039084	6	0.011391482714840917	0.01080489129690805	0.021270101214405087	6	0.1122256816500008	0.1102593551737857	0.05858360090590484	6	0.01238714591673515	0.0095133698338367	0.028386263727480567	6	0.690609251090144	0.6387229857007731	0.30587628824710034	6	-0.05668621118442962	-0.07570716777813641	0.10062439293082351	6	-0.004836686741130497	0.0167733236485061	0.10947667192360166	6	-0.04938121754097147	-0.05441355972566085	0.1566435976020638	6
GSE167029	MIS-C_MYO	severe_myo	acute	DC	0.007883220565835918	0.00368255527830765	0.012283092890932396	6	0.011743377581971215	0.005342457529945051	0.026398377196247637	6	0.0120133284264263	0.00256078349744605	0.027213999939924776	6	0.07071798390462729	0.0715254928187999	0.0765145669082411	6	0.039271700872120285	0.0324884767712811	0.047317724365937015	6	1.0994925124966997	0.9116194613798879	0.7416296988885763	6	-0.06953994759959016	-0.0591626867601841	0.10589380945051659	6	0.012114535689563832	0.02343856670620335	0.10588719138329084	6	0.0959968534687138	0.06754653517126136	0.19676507269687876	6
GSE167029	MIS-C_MYO	severe_myo	acute	Monocyte	0.0102466109139678	0.011517168733815551	0.006583511276064909	6	0.09389747770177996	0.06751670288885141	0.08136271162786464	6	0.09752292005629172	0.08751370451344515	0.05526082113257476	6	0.6556229109006602	0.6946038197135924	0.16076721297101637	6	0.17924678319515733	0.15298858759657596	0.10437340595793064	6	0.5904954319355258	0.4849290362515135	0.20426168876650996	6	0.6074770125832639	0.5908486263868282	0.2812800049417122	6	0.43443174968800485	0.373313426781537	0.3443781487244446	6	0.5821041372078769	0.5679984505574361	0.2851634172855068	6
GSE167029	MIS-C_MYO	severe_myo	acute	pDC	-0.0019329586869065833	-0.00289658676619515	0.00585185405113207	6	-0.028133210091348417	-0.026764983613045253	0.015055600038162533	6	0.00601387916388645	-0.00434826322444495	0.03184845914334579	6	0.004879556845625567	0.0049482131915712	0.031738522199447165	6	0.0010691891602448496	9.355439954395004e-05	0.023274341569516632	6	0.5115969296900668	0.35864620767141164	0.46213968444377107	6	-0.2584748959767513	-0.2889762566875433	0.06335654234959531	6	-0.18572679372617829	-0.21498802468914624	0.06307990499833536	6	-0.2155174481037162	-0.2745455718219893	0.1764899592614917	6
GSE167029	acute_infection	non_mis_c	acute	CD16_Monocyte	0.02005574006226368	0.0132905072363642	0.016660959347227784	5	0.00996796777741318	0.0011774716919889	0.030403631489726485	5	0.14276316253937343	0.1502771185526104	0.0563184614751342	5	0.37086782556783376	0.3709464342226661	0.13933154156798042	5	0.18537583071558583	0.1677910285832611	0.05371839665564879	5	1.204660229836027	1.244936559344298	0.2523855847606185	5	0.3756678843119029	0.4113204824130992	0.22185265803172996	5	0.3592172246388891	0.4066894622099715	0.1884105325691696	5	0.5725561888518139	0.6518140069142538	0.20374481711284864	5
